customer_id,trans_date,tran_amount
FM7367,2017-07-16,41
FM7950,2019-05-17,73
FM8012,2016-03-13,26
FM8122,2019-07-20,60
FM7492,2017-03-23,74
FM8828,2019-03-20,45
FM8097,2016-09-23,45
FM7371,2018-05-14,24
FM8552,2016-04-27,40
FM7199,2017-09-13,55
FM7804,2019-03-29,52
FM7216,2017-03-12,31
FM8316,2019-05-28,31
FM7292,2019-11-08,46
FM7925,2018-01-08,42
FM7407,2016-11-24,17
FM8955,2017-08-29,14
FM8448,2017-02-11,54
FM8746,2019-12-03,51
FM7748,2018-10-28,74
FM8895,2016-05-13,52
FM7768,2017-05-08,55
FM8632,2018-04-21,54
FM7407,2018-12-30,10
FM7926,2017-12-18,41
FM8974,2018-10-09,16
FM7450,2017-08-23,54
FM7346,2018-07-02,77
FM8642,2017-03-10,30
FM8890,2019-07-05,45
FM7427,2016-09-13,55
FM7201,2016-10-06,75
FM7399,2017-12-29,39
FM8700,2016-07-23,64
FM8708,2019-12-01,49
FM7465,2019-06-03,31
FM7233,2019-05-03,47
FM7290,2019-07-05,10
FM8184,2019-12-02,16
FM8843,2016-09-17,38
FM7745,2017-05-14,38
FM8682,2019-07-30,73
FM8391,2017-03-11,57
FM8759,2017-08-04,27
FM7621,2017-02-14,40
FM7152,2016-09-14,62
FM8180,2016-09-04,37
FM8496,2017-04-29,52
FM7830,2018-07-28,44
FM8455,2018-05-22,16
FM8348,2019-03-02,60
FM8051,2017-07-28,33
FM7366,2018-12-01,41
FM8245,2018-12-12,65
FM8395,2017-12-13,55
FM7182,2017-03-10,69
FM7407,2017-06-19,17
FM8756,2018-08-15,10
FM7499,2019-03-02,31
FM7395,2017-07-17,13
FM7356,2018-11-01,48
FM8305,2016-08-07,43
FM8149,2016-05-12,46
FM7611,2017-12-20,13
FM7381,2016-03-06,10
FM7786,2017-01-04,73
FM8822,2019-10-29,17
FM7846,2016-10-31,65
FM7888,2017-09-02,32
FM8694,2016-12-19,74
FM8364,2016-07-14,39
FM8125,2019-08-08,63
FM7691,2016-10-22,76
FM8248,2019-05-28,53
FM8909,2016-12-25,59
FM7162,2018-10-13,20
FM8756,2019-01-14,17
FM8160,2016-07-12,56
FM7265,2019-10-24,12
FM7911,2016-05-08,61
FM7841,2018-11-24,10
FM8878,2017-12-07,44
FM7947,2019-09-18,47
FM8398,2016-10-21,37
FM8546,2018-01-05,16
FM8222,2018-09-24,69
FM8566,2018-09-30,75
FM8351,2017-10-10,46
FM7311,2019-11-10,20
FM7462,2018-11-19,29
FM7416,2019-07-14,61
FM7842,2019-09-14,31
FM8066,2016-09-13,47
FM7122,2018-04-03,31
FM8205,2016-08-04,53
FM7565,2019-08-16,68
FM8899,2016-09-06,32
FM7949,2019-01-26,41
FM8430,2018-09-12,57
FM8377,2016-12-26,26
FM7950,2018-09-08,79
FM8261,2017-05-20,78
FM7327,2017-08-30,62
FM7789,2019-12-01,71
FM7910,2019-02-02,25
FM7210,2018-09-23,13
FM8103,2019-06-22,26
FM8252,2019-03-09,33
FM8462,2018-04-18,33
FM8781,2017-12-11,24
FM7307,2017-08-20,68
FM7763,2018-07-13,12
FM7217,2016-02-22,39
FM7377,2017-04-13,11
FM8695,2016-09-18,15
FM7953,2016-10-11,64
FM7900,2018-06-22,30
FM8087,2019-03-13,42
FM8858,2016-07-01,47
FM7341,2018-10-22,28
FM7624,2017-08-07,11
FM7837,2019-07-11,51
FM7816,2016-11-03,19
FM8613,2017-05-20,60
FM8250,2017-07-09,38
FM7581,2017-03-05,36
FM8259,2017-05-10,60
FM7395,2016-02-23,58
FM8201,2018-07-01,33
FM8603,2016-09-29,66
FM8311,2019-04-30,71
FM8363,2017-01-10,67
FM7819,2019-11-07,39
FM7609,2016-09-09,60
FM7805,2016-07-20,58
FM7557,2017-05-14,15
FM8329,2019-04-15,32
FM7938,2016-05-16,38
FM7210,2019-09-08,15
FM7247,2018-08-05,12
FM8337,2016-08-05,30
FM8089,2018-04-06,69
FM8501,2018-04-30,16
FM7616,2017-03-06,30
FM8987,2017-01-02,77
FM8682,2019-08-01,48
FM7387,2017-12-23,39
FM8248,2017-03-19,43
FM7440,2019-04-05,50
FM7322,2017-05-22,58
FM8994,2016-06-09,67
FM8715,2016-07-06,70
FM8316,2017-06-08,17
FM8004,2017-02-01,65
FM7590,2017-12-22,68
FM8400,2017-10-31,17
FM7520,2016-05-27,74
FM7162,2018-02-23,39
FM8181,2017-09-06,64
FM8627,2018-01-15,50
FM8879,2018-01-02,22
FM8764,2019-06-27,67
FM7923,2016-04-24,10
FM7195,2019-11-24,30
FM8924,2016-06-04,69
FM7568,2019-01-07,60
FM7914,2016-11-25,22
FM8826,2019-07-18,33
FM8337,2018-12-24,22
FM8421,2017-01-05,56
FM8325,2017-07-18,14
FM7358,2018-12-01,65
FM8000,2019-03-24,59
FM8650,2019-03-10,60
FM7742,2018-06-21,18
FM7365,2016-09-12,11
FM8148,2017-10-20,43
FM7344,2018-01-12,71
FM8377,2017-06-08,10
FM8558,2019-08-16,18
FM8647,2019-07-24,40
FM8881,2019-04-12,62
FM8085,2016-12-25,43
FM8293,2017-06-27,57
FM7154,2018-05-14,58
FM7820,2018-12-02,13
FM7757,2018-02-07,69
FM8057,2018-03-12,59
FM8992,2016-08-09,41
FM8588,2016-10-02,10
FM7414,2016-02-29,31
FM8523,2017-04-07,34
FM7960,2017-04-07,17
FM8696,2017-09-27,45
FM7391,2017-08-17,72
FM7955,2019-10-26,16
FM8855,2016-08-15,31
FM8773,2017-08-17,43
FM8679,2019-01-24,63
FM7407,2018-12-05,57
FM8461,2017-08-19,73
FM8877,2018-12-23,56
FM7863,2017-06-02,20
FM7866,2018-02-07,68
FM8956,2016-04-01,58
FM8459,2016-12-09,73
FM7978,2016-10-31,79
FM7916,2017-05-01,43
FM8633,2017-09-09,29
FM8702,2016-07-01,14
FM8928,2019-07-27,77
FM7843,2018-02-28,59
FM7825,2016-09-08,54
FM7570,2018-05-13,50
FM7334,2018-07-03,62
FM7858,2017-07-17,56
FM8046,2017-05-02,49
FM7810,2019-11-02,58
FM8774,2019-08-25,70
FM7393,2019-04-04,73
FM8785,2016-04-11,15
FM7916,2018-08-06,67
FM8822,2019-07-21,36
FM8306,2018-06-12,25
FM7360,2017-05-03,56
FM8768,2016-07-15,38
FM7505,2017-07-14,31
FM7172,2019-04-01,19
FM7781,2018-07-25,26
FM8459,2019-03-16,28
FM8535,2017-02-09,29
FM8346,2016-11-09,23
FM8847,2016-03-16,31
FM7885,2018-01-09,25
FM8523,2017-05-14,71
FM8844,2018-08-17,54
FM8285,2017-06-01,67
FM7302,2017-04-14,61
FM7752,2019-06-23,45
FM8046,2019-09-02,21
FM8932,2018-10-09,17
FM7308,2017-02-24,50
FM7457,2019-03-30,33
FM8782,2018-03-21,71
FM7309,2016-03-24,57
FM7164,2017-10-01,22
FM8448,2017-04-18,29
FM8133,2018-01-30,44
FM7463,2018-10-13,33
FM8535,2019-07-03,65
FM8682,2016-11-08,23
FM8016,2019-08-04,28
FM7753,2018-11-07,60
FM8182,2016-07-20,25
FM8530,2019-08-24,33
FM7235,2018-09-13,48
FM8425,2019-08-18,74
FM8877,2018-08-20,35
FM8974,2017-09-17,20
FM8803,2017-02-27,25
FM7897,2016-12-21,18
FM7581,2018-02-01,34
FM7960,2018-02-24,79
FM7303,2016-08-30,79
FM7578,2017-06-20,11
FM8421,2016-07-13,59
FM8799,2019-12-09,32
FM7436,2017-09-09,33
FM8769,2016-02-22,57
FM8110,2018-10-11,39
FM7173,2018-10-23,17
FM7952,2019-07-13,78
FM8579,2016-10-29,50
FM7881,2017-12-23,34
FM8689,2018-05-17,40
FM7762,2019-07-30,38
FM7762,2017-06-05,60
FM8021,2017-05-04,63
FM8354,2019-08-12,39
FM7782,2018-04-30,59
FM8251,2017-12-28,32
FM7315,2018-09-19,37
FM8880,2019-09-27,24
FM8205,2016-12-28,51
FM8297,2017-03-02,75
FM8136,2016-12-01,51
FM8335,2016-07-14,53
FM8784,2018-11-19,26
FM8075,2019-03-01,64
FM8365,2017-11-15,73
FM8055,2017-01-17,55
FM8457,2017-02-19,65
FM7813,2019-08-21,28
FM7678,2018-10-05,45
FM8450,2018-11-26,70
FM8282,2019-02-06,20
FM7510,2017-10-18,61
FM8890,2016-05-01,14
FM8095,2019-08-17,31
FM7324,2018-12-16,64
FM7389,2019-01-17,17
FM7426,2017-05-11,59
FM8768,2017-04-13,26
FM8743,2016-02-29,27
FM7259,2017-01-30,41
FM7121,2018-11-18,18
FM7456,2018-08-17,31
FM7548,2018-11-05,34
FM8755,2018-04-30,51
FM7548,2017-01-09,79
FM7405,2017-06-01,55
FM8954,2019-05-03,54
FM8371,2017-06-17,41
FM8686,2016-03-24,49
FM7749,2017-02-26,14
FM8403,2019-02-17,63
FM8321,2018-08-30,44
FM7687,2016-10-29,13
FM7501,2018-07-28,41
FM8743,2016-12-15,17
FM7845,2017-02-12,39
FM7414,2017-10-05,78
FM8641,2018-11-01,57
FM7626,2018-11-25,25
FM7156,2016-06-17,72
FM7227,2017-07-02,55
FM8142,2019-07-05,79
FM7844,2018-10-31,21
FM8401,2018-08-14,49
FM8597,2016-05-20,69
FM7344,2019-11-20,19
FM7762,2018-05-11,35
FM7735,2018-07-15,32
FM7162,2019-02-19,43
FM8644,2017-12-30,37
FM8364,2016-11-01,73
FM7318,2016-04-22,53
FM8689,2019-11-17,64
FM8453,2018-01-30,30
FM8768,2017-12-30,59
FM8783,2018-07-23,37
FM8805,2016-03-23,43
FM8513,2018-01-12,69
FM7196,2019-12-11,50
FM7670,2016-10-08,36
FM7279,2018-03-23,29
FM7500,2017-01-29,38
FM8936,2018-02-26,47
FM8549,2017-09-21,47
FM7394,2018-03-11,29
FM8507,2018-04-21,31
FM7714,2017-01-10,42
FM7934,2016-03-22,49
FM8902,2017-04-12,76
FM8440,2016-06-13,78
FM7642,2017-01-01,37
FM8547,2016-03-27,18
FM8652,2016-11-08,61
FM7686,2017-02-28,19
FM7326,2016-11-06,22
FM7486,2017-04-12,62
FM8191,2017-10-14,35
FM7415,2016-07-30,24
FM8311,2016-10-25,39
FM7599,2019-07-07,60
FM7361,2017-03-08,33
FM8188,2016-07-11,69
FM8790,2019-08-15,24
FM8850,2017-03-13,59
FM8531,2018-05-12,33
FM7490,2019-01-13,12
FM8647,2018-12-27,28
FM8150,2018-07-18,12
FM7325,2017-08-24,67
FM8175,2018-05-28,28
FM7465,2017-04-05,21
FM8369,2019-01-11,49
FM7690,2019-07-07,78
FM7790,2017-11-23,46
FM7414,2016-03-05,70
FM8772,2016-04-12,68
FM8910,2016-11-15,16
FM7299,2018-01-05,23
FM8932,2016-06-02,68
FM7542,2016-10-20,29
FM7799,2017-04-25,33
FM7474,2017-01-28,67
FM8065,2018-10-11,17
FM8669,2017-03-15,26
FM8904,2019-04-23,65
FM7265,2019-04-08,45
FM7260,2017-04-19,35
FM8058,2017-07-07,44
FM8899,2016-05-29,34
FM7790,2018-09-09,45
FM8078,2018-12-03,73
FM8658,2019-01-22,26
FM7614,2016-12-13,72
FM7940,2017-02-28,52
FM8391,2017-07-01,30
FM8280,2017-04-08,28
FM8208,2019-01-06,22
FM7767,2019-03-27,38
FM8486,2018-06-16,52
FM7688,2016-04-20,41
FM7864,2017-02-05,25
FM8420,2018-02-11,42
FM8901,2017-12-26,61
FM8480,2019-09-07,20
FM8291,2016-03-26,43
FM8450,2016-08-30,22
FM8529,2016-12-23,49
FM7490,2019-11-21,63
FM7417,2016-05-27,51
FM8520,2019-01-22,24
FM8018,2016-06-17,31
FM7121,2017-07-04,76
FM8829,2019-01-18,15
FM8765,2016-11-17,19
FM8269,2018-10-25,13
FM8681,2017-07-17,63
FM8583,2018-02-15,15
FM8148,2019-05-08,21
FM8873,2018-05-17,79
FM8892,2016-12-24,43
FM7921,2016-08-18,59
FM7308,2019-11-26,41
FM8058,2018-12-24,73
FM8229,2017-02-09,16
FM7702,2016-06-01,29
FM8647,2019-11-14,30
FM8784,2016-02-19,72
FM7620,2018-06-13,35
FM8554,2018-07-08,25
FM8030,2017-12-14,63
FM7291,2019-08-28,68
FM7117,2018-02-19,53
FM7806,2019-07-17,52
FM7880,2016-04-21,55
FM8794,2018-04-27,70
FM7301,2019-11-19,77
FM8190,2016-07-13,75
FM7771,2016-12-19,62
FM8664,2016-08-23,56
FM8382,2019-04-22,41
FM8772,2016-08-10,58
FM7667,2016-08-06,74
FM8547,2017-03-13,48
FM7547,2018-02-12,22
FM7195,2019-09-08,33
FM8669,2019-05-06,44
FM8840,2019-04-30,47
FM7553,2017-05-14,60
FM8948,2017-08-11,52
FM8059,2017-09-08,27
FM7405,2018-04-10,15
FM7748,2019-12-14,22
FM7636,2017-05-10,32
FM7423,2016-09-12,49
FM7294,2019-02-15,71
FM8136,2016-09-21,11
FM7406,2019-01-10,72
FM8876,2019-11-27,27
FM7185,2019-02-24,49
FM7154,2018-02-20,28
FM7625,2019-12-11,27
FM8234,2018-08-17,38
FM7780,2019-02-07,53
FM7308,2017-01-23,55
FM8313,2016-12-17,23
FM8870,2017-02-06,47
FM7610,2017-02-28,42
FM8601,2016-08-29,28
FM8058,2018-12-16,55
FM8073,2018-10-05,64
FM7616,2018-01-01,37
FM7583,2017-09-12,78
FM8939,2017-03-06,78
FM8460,2018-12-18,66
FM7141,2016-05-12,40
FM8107,2016-02-28,44
FM8745,2019-07-14,78
FM7294,2017-03-29,43
FM8184,2017-05-11,30
FM7168,2018-10-14,40
FM8795,2016-10-31,56
FM8029,2016-04-12,54
FM7704,2019-04-14,22
FM8205,2016-09-21,20
FM8781,2017-10-28,54
FM7836,2016-05-09,13
FM8681,2017-01-12,30
FM7172,2016-02-18,46
FM7113,2018-01-20,68
FM8418,2018-09-19,21
FM7424,2016-08-20,20
FM7895,2019-07-17,25
FM7368,2018-02-28,29
FM8001,2018-02-28,29
FM7118,2016-02-18,70
FM7321,2016-06-15,23
FM8351,2017-02-21,52
FM8170,2016-04-16,56
FM8071,2017-05-12,29
FM7431,2019-01-17,71
FM7394,2016-03-29,55
FM7879,2018-12-05,27
FM7693,2019-02-24,35
FM7164,2017-10-26,33
FM7929,2019-05-01,22
FM8127,2018-06-10,23
FM7189,2018-11-22,66
FM8633,2017-12-02,22
FM8197,2017-03-13,16
FM7992,2018-10-23,24
FM8870,2019-01-02,64
FM7763,2018-07-16,18
FM7866,2018-05-09,48
FM7786,2018-10-10,39
FM8075,2018-12-19,14
FM7404,2019-02-25,78
FM8695,2019-05-08,25
FM8048,2019-10-10,78
FM8788,2016-08-01,28
FM8233,2019-08-02,24
FM7134,2018-01-08,26
FM8729,2017-06-16,68
FM8455,2016-08-25,17
FM8898,2019-11-10,40
FM7350,2016-07-14,45
FM8284,2017-08-18,31
FM7241,2018-07-05,45
FM8800,2016-10-24,23
FM7223,2019-10-08,24
FM8047,2018-06-15,30
FM8928,2017-02-03,57
FM8978,2018-10-19,14
FM7431,2019-01-09,20
FM8416,2018-02-28,43
FM7931,2016-11-17,67
FM8444,2018-09-25,69
FM8358,2017-08-26,76
FM8658,2016-05-21,20
FM7509,2018-09-05,70
FM8404,2019-09-14,75
FM8364,2018-09-16,67
FM8735,2016-07-08,26
FM7832,2018-01-29,76
FM7726,2019-10-25,52
FM8787,2019-04-13,56
FM8480,2017-12-03,76
FM8582,2016-12-17,11
FM8100,2019-02-03,24
FM7439,2016-04-27,78
FM8659,2018-10-24,22
FM8581,2018-09-12,51
FM8388,2016-04-29,15
FM7996,2017-12-29,54
FM7393,2019-08-01,21
FM8489,2018-07-25,53
FM8253,2017-05-23,61
FM7624,2016-11-11,27
FM8595,2017-05-06,68
FM8723,2016-09-05,56
FM8226,2019-07-05,50
FM8242,2019-07-17,39
FM8512,2016-05-22,54
FM7220,2017-05-10,68
FM8361,2017-04-30,38
FM8402,2019-01-12,30
FM8713,2019-11-19,21
FM7371,2018-12-16,23
FM8039,2016-05-21,50
FM8870,2017-03-06,34
FM8502,2018-04-18,52
FM7468,2016-10-29,48
FM8552,2019-11-25,26
FM7805,2018-02-04,43
FM7449,2019-04-05,44
FM8359,2018-06-04,41
FM8004,2017-05-27,33
FM8732,2016-03-20,65
FM7920,2016-06-23,27
FM7691,2019-04-02,11
FM7233,2018-04-27,41
FM8783,2017-01-17,19
FM7674,2016-06-07,46
FM7141,2019-04-09,65
FM8106,2019-07-03,32
FM7988,2017-01-27,53
FM7662,2018-09-26,54
FM8955,2019-01-15,29
FM8997,2018-08-21,22
FM8832,2019-07-07,20
FM8356,2018-01-16,59
FM7123,2016-06-02,15
FM8751,2019-07-10,21
FM7323,2018-12-11,26
FM8719,2018-07-17,64
FM8519,2017-02-16,65
FM8151,2019-07-01,16
FM7706,2018-11-01,40
FM8725,2017-11-20,70
FM7531,2018-06-26,44
FM8126,2016-05-18,56
FM8025,2016-08-11,50
FM7698,2017-10-10,54
FM7405,2016-05-03,38
FM7949,2017-05-06,58
FM8831,2018-09-07,11
FM8080,2019-10-08,67
FM7182,2018-10-08,70
FM8447,2017-01-18,57
FM8051,2016-03-06,52
FM8112,2017-01-27,46
FM7243,2017-06-11,28
FM8123,2017-12-04,22
FM8812,2018-10-25,65
FM7667,2018-04-27,32
FM7751,2019-10-26,62
FM8371,2016-05-23,14
FM8745,2016-05-29,45
FM7574,2016-12-17,26
FM8206,2017-06-21,44
FM8996,2019-08-26,37
FM8287,2017-08-28,71
FM7419,2017-03-22,21
FM7558,2016-05-19,46
FM7929,2018-08-12,56
FM7281,2019-04-23,43
FM7679,2016-12-06,23
FM8361,2016-11-04,73
FM7496,2017-03-09,46
FM7932,2017-12-14,35
FM7664,2019-06-03,50
FM8908,2018-01-19,14
FM8722,2018-09-13,45
FM8199,2016-03-10,19
FM7644,2018-06-03,59
FM7974,2019-02-02,28
FM7218,2018-02-15,78
FM7201,2016-08-09,24
FM8868,2016-12-08,35
FM7402,2016-10-12,35
FM8438,2018-09-04,34
FM7231,2018-07-30,43
FM7893,2016-04-17,53
FM7363,2017-04-22,54
FM8877,2019-12-15,25
FM7599,2016-08-16,70
FM8863,2016-11-13,14
FM7391,2017-12-05,62
FM8251,2017-08-05,62
FM8962,2019-12-16,34
FM7268,2016-04-16,55
FM8061,2019-09-22,28
FM8573,2018-05-07,66
FM7890,2018-12-04,33
FM8954,2019-10-27,40
FM8905,2019-01-20,44
FM8013,2019-03-03,11
FM7470,2019-03-10,66
FM7766,2017-11-20,39
FM8785,2019-04-05,49
FM8903,2018-04-08,78
FM8337,2019-07-02,62
FM8817,2016-05-18,65
FM7176,2017-01-22,31
FM7791,2018-12-06,67
FM7355,2018-06-08,29
FM8336,2016-08-17,44
FM7722,2018-06-29,25
FM8376,2017-07-18,36
FM7120,2018-06-24,73
FM8539,2019-06-25,44
FM8392,2016-04-30,17
FM7424,2016-08-18,79
FM7418,2019-04-06,75
FM8126,2016-08-21,67
FM8264,2016-10-16,74
FM8721,2016-10-21,37
FM8524,2019-07-30,61
FM8829,2018-04-14,11
FM8421,2017-01-13,13
FM8268,2017-06-14,45
FM8827,2016-07-18,75
FM7519,2016-12-27,79
FM7790,2018-06-27,22
FM8970,2019-12-07,29
FM8536,2019-04-28,18
FM8060,2016-07-20,48
FM8876,2018-02-26,59
FM7472,2017-09-20,76
FM7427,2017-11-17,33
FM8756,2019-05-03,35
FM8464,2017-07-19,33
FM8769,2019-04-17,48
FM7847,2019-10-25,13
FM7621,2019-11-23,44
FM8311,2019-02-08,39
FM8293,2019-09-07,63
FM8772,2016-12-20,18
FM7363,2018-11-17,12
FM7138,2019-11-15,66
FM8285,2018-05-17,50
FM7968,2017-09-03,30
FM7652,2018-04-30,12
FM8272,2018-03-30,36
FM8798,2018-02-14,34
FM8652,2018-10-02,60
FM7313,2018-01-14,72
FM7274,2019-06-09,49
FM8596,2019-07-29,40
FM8059,2018-11-04,37
FM8585,2017-07-12,62
FM7504,2019-06-15,50
FM8179,2018-01-25,47
FM8905,2019-07-14,55
FM8861,2017-10-01,15
FM8730,2018-08-26,62
FM8859,2016-11-11,65
FM8719,2017-08-12,46
FM7278,2018-11-06,47
FM7502,2018-08-19,13
FM8303,2016-06-28,51
FM8851,2019-06-16,42
FM7609,2017-05-28,24
FM8730,2017-10-27,56
FM8630,2018-08-28,53
FM7178,2016-10-15,16
FM8885,2019-03-02,26
FM8587,2018-05-17,67
FM7905,2017-02-25,22
FM7904,2016-09-08,68
FM7583,2019-06-04,45
FM7715,2019-06-28,31
FM8905,2018-01-25,26
FM8867,2019-11-23,11
FM7259,2018-11-14,53
FM7604,2018-01-14,67
FM8624,2017-10-12,45
FM7254,2017-05-13,12
FM7554,2017-03-23,41
FM7663,2016-08-18,72
FM7426,2019-08-12,44
FM7306,2017-04-19,10
FM8881,2019-03-21,23
FM8122,2019-08-10,27
FM8442,2017-03-17,60
FM7605,2016-12-30,20
FM7285,2019-06-23,21
FM8321,2018-12-24,60
FM7730,2019-06-13,25
FM7196,2019-04-06,28
FM8945,2018-06-07,12
FM8833,2018-06-08,61
FM8374,2018-06-13,78
FM8747,2016-07-22,31
FM7916,2018-10-28,29
FM8669,2016-07-03,59
FM7566,2018-08-30,24
FM7242,2017-11-25,18
FM7263,2017-04-30,15
FM8467,2016-08-27,74
FM7219,2017-03-26,78
FM7711,2017-04-03,35
FM7425,2017-09-04,19
FM7579,2019-11-18,64
FM8692,2016-06-07,65
FM8128,2016-10-10,20
FM7811,2017-04-27,75
FM7337,2019-06-15,14
FM8774,2017-08-11,16
FM8839,2017-01-23,21
FM7218,2016-07-28,31
FM7420,2018-01-03,31
FM7879,2018-05-04,44
FM8951,2018-02-02,71
FM8756,2016-12-30,11
FM7318,2016-05-28,52
FM8461,2018-05-12,39
FM7650,2017-04-05,73
FM8507,2018-08-05,18
FM7240,2017-03-16,12
FM7127,2018-09-24,21
FM8399,2016-05-06,39
FM8995,2016-12-02,31
FM8736,2016-12-13,22
FM7904,2017-08-24,17
FM8182,2018-04-27,31
FM8670,2017-07-05,32
FM7360,2016-09-02,29
FM7300,2017-11-08,66
FM7318,2018-02-25,21
FM7870,2018-04-04,48
FM8858,2019-01-29,75
FM7679,2016-08-15,28
FM7655,2019-11-16,19
FM7781,2016-10-07,79
FM8481,2017-01-14,15
FM7399,2019-04-06,31
FM7563,2016-04-19,22
FM7148,2016-04-06,18
FM8417,2019-09-12,39
FM7696,2019-05-25,32
FM8500,2018-09-05,51
FM8223,2018-12-25,49
FM8006,2019-07-02,11
FM8796,2018-06-21,61
FM7776,2017-12-11,51
FM8089,2019-06-11,29
FM8138,2019-10-26,71
FM7420,2019-02-18,51
FM7544,2017-03-08,64
FM7697,2018-04-30,71
FM7700,2018-07-12,42
FM8985,2018-03-22,26
FM8805,2019-11-11,50
FM8066,2016-05-23,21
FM7911,2018-08-19,54
FM8557,2017-09-12,31
FM8952,2018-05-18,48
FM8247,2017-07-03,16
FM8057,2018-01-28,59
FM7745,2016-08-11,29
FM8690,2019-07-07,22
FM7454,2016-11-11,11
FM7215,2017-03-25,61
FM8657,2016-07-03,68
FM7359,2019-10-19,38
FM7404,2019-10-25,39
FM7117,2016-02-20,28
FM7230,2019-02-12,32
FM7639,2019-10-08,53
FM8755,2017-01-27,75
FM8211,2016-02-20,36
FM8454,2019-09-27,24
FM7579,2016-07-01,21
FM7306,2019-01-21,17
FM7916,2016-08-02,23
FM8272,2017-06-03,70
FM7188,2017-09-06,41
FM8052,2016-07-06,79
FM8397,2018-03-18,17
FM7640,2019-06-16,32
FM8873,2019-03-21,27
FM8122,2018-10-31,21
FM7774,2019-02-18,21
FM7675,2016-06-06,43
FM7277,2019-03-15,44
FM8111,2019-07-11,33
FM8625,2018-05-10,13
FM8200,2016-06-01,57
FM7372,2019-03-11,36
FM7960,2017-12-09,51
FM8930,2017-09-18,26
FM8370,2016-06-06,11
FM8561,2017-10-13,34
FM7483,2018-04-23,11
FM8964,2019-05-23,66
FM8914,2016-09-18,60
FM8174,2019-03-09,35
FM7906,2016-03-15,45
FM8112,2018-09-09,39
FM7423,2019-06-11,10
FM7937,2016-12-20,64
FM7966,2018-08-10,65
FM7350,2017-12-19,59
FM8095,2018-12-04,32
FM7431,2018-04-16,46
FM7425,2019-08-29,20
FM7844,2019-02-21,26
FM7958,2019-03-01,57
FM8609,2018-12-29,75
FM8779,2017-05-28,66
FM8800,2018-10-30,13
FM8323,2018-10-03,67
FM8873,2019-11-28,35
FM7446,2016-03-19,34
FM8734,2017-05-25,76
FM8795,2017-04-11,12
FM8477,2019-12-10,13
FM8033,2016-05-24,59
FM7859,2018-04-06,46
FM7617,2019-06-21,67
FM8233,2017-07-27,18
FM7861,2018-03-02,58
FM8374,2019-07-26,13
FM8562,2019-12-05,61
FM8117,2017-08-29,46
FM7483,2018-10-19,15
FM8543,2017-09-30,26
FM8199,2016-10-18,20
FM8195,2019-12-03,49
FM7190,2017-12-28,19
FM8437,2018-07-25,67
FM8220,2019-11-13,72
FM8658,2018-03-06,20
FM8338,2019-06-15,16
FM7903,2019-02-14,75
FM8348,2019-02-24,39
FM8208,2016-08-16,12
FM8834,2018-05-15,45
FM8054,2019-08-05,54
FM8819,2016-02-29,57
FM8250,2019-07-19,49
FM7800,2019-06-21,42
FM8861,2017-11-10,17
FM8170,2018-01-18,53
FM8989,2018-02-07,48
FM8357,2016-06-01,47
FM7756,2018-12-06,57
FM7336,2019-03-15,66
FM8022,2018-12-20,40
FM8177,2019-04-12,19
FM7258,2017-10-23,48
FM8774,2019-10-11,50
FM7573,2019-01-29,49
FM7906,2016-11-26,22
FM8723,2019-07-11,45
FM8167,2019-09-19,13
FM7307,2017-10-11,10
FM8278,2019-02-20,75
FM7421,2016-02-25,59
FM8995,2018-11-24,70
FM7857,2016-06-02,31
FM7304,2016-05-02,78
FM7545,2019-11-22,28
FM8487,2017-04-11,47
FM8837,2019-03-09,11
FM7558,2016-06-15,71
FM7493,2019-02-01,62
FM7169,2019-05-20,65
FM8493,2016-08-01,21
FM7538,2016-05-27,70
FM8543,2016-12-05,50
FM8455,2019-10-14,46
FM8701,2017-02-28,69
FM8907,2016-02-26,79
FM8628,2016-06-21,30
FM8793,2016-03-01,34
FM7140,2016-12-25,54
FM8790,2019-06-13,30
FM8688,2017-04-23,56
FM7706,2017-07-19,56
FM7568,2017-06-03,49
FM7742,2018-09-27,51
FM8910,2016-06-21,22
FM7112,2019-04-16,15
FM8752,2017-09-02,65
FM8252,2016-10-15,53
FM8272,2019-06-23,74
FM8232,2017-06-10,72
FM8064,2019-06-11,41
FM7898,2017-05-27,37
FM8273,2019-01-06,46
FM8463,2016-12-21,49
FM8508,2016-09-30,37
FM7183,2018-09-19,75
FM8710,2019-08-12,25
FM7623,2019-11-28,47
FM8773,2018-11-19,26
FM7928,2017-10-28,63
FM8501,2018-08-13,57
FM8648,2018-06-27,35
FM7695,2017-12-21,13
FM8783,2018-02-01,63
FM7224,2019-05-28,60
FM8858,2016-02-28,57
FM8917,2019-12-15,72
FM8170,2016-06-10,48
FM7394,2017-11-05,43
FM8490,2019-04-13,31
FM8365,2017-04-20,50
FM7143,2016-04-05,57
FM7327,2017-09-03,70
FM7582,2016-03-21,58
FM7244,2019-07-26,74
FM8257,2018-07-17,60
FM8246,2016-12-08,63
FM7736,2017-02-21,16
FM8850,2019-11-18,37
FM8845,2019-01-25,53
FM7499,2017-12-30,73
FM7227,2018-12-23,64
FM8094,2016-10-09,13
FM7512,2018-08-05,66
FM7262,2017-09-09,41
FM8571,2017-12-12,79
FM7155,2017-01-03,19
FM8882,2016-12-03,44
FM7454,2017-08-15,77
FM8020,2019-05-17,32
FM7719,2017-03-21,18
FM8292,2019-04-26,77
FM8800,2016-09-07,16
FM7536,2017-07-27,34
FM8360,2019-11-06,72
